,laptop_ID,Company,Product,TypeName,Display,ScreenResolution,CPU,RAM,Memory,Gpu,Operating System,Weight,Price_euros,Price-USD,Unnamed: 0,Name,Warranty,Price,rating
121,124.0,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,win10,1.8kg,2241.5,2532.895,,,,,
122,125.0,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 940MX,No OS,2.2kg,629.0,710.77,,,,,
123,126.0,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Nvidia GeForce 930MX ,win10,2.5kg,1271.0,1436.2299999999998,,,,,
124,127.0,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4.0,256GB SSD,AMD Radeon R5,win10,2.1kg,451.0,509.62999999999994,,,,,
125,128.0,HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics 400,No OS,1.86kg,259.0,292.66999999999996,,,,,
126,129.0,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,Intel UHD Graphics 620,win10,1.63kg,812.0,917.56,,,,,
127,130.0,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,AMD E-Series 6110 1.5GHz,4.0,64GB SSD,AMD Radeon R2,win10_sec,1.65kg,277.99,314.1287,,,,,
128,131.0,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,win10,2.8kg,1396.0,1577.4799999999998,,,,,
129,132.0,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,2.5kg,928.0,1048.6399999999999,,,,,
130,133.0,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,AMD Radeon R7 M445,win10,2.36kg,638.99,722.0586999999999,,,,,
131,134.0,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1TB HDD,AMD Radeon R5 M430,win10,2.2kg,449.0,507.36999999999995,,,,,
132,135.0,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.6kg,884.0,998.92,,,,,
133,136.0,Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4.0,256GB SSD,Nvidia GeForce MX130,win10,2.2kg,572.0,646.3599999999999,,,,,
134,137.0,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Intel HD Graphics 620,win10,2.05kg,598.0,675.7399999999999,,,,,
135,138.0,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.63kg,988.0,1116.4399999999998,,,,,
136,139.0,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,No OS,1.9kg,252.36,285.16679999999997,,,,,
137,140.0,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,win10,3kg,938.0,1059.9399999999998,,,,,
138,141.0,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Nvidia GeForce 920MX,No OS,2.2kg,499.0,563.8699999999999,,,,,
139,142.0,HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,win10,1.32kg,699.0,789.8699999999999,,,,,
140,143.0,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4.0,1TB HDD,Nvidia GeForce MX130,win10,3kg,655.0,740.15,,,,,
141,144.0,Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,AMD Radeon RX 550,win10,1.75kg,1116.02,1261.1026,,,,,
142,145.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,869.0,981.9699999999999,,,,,
143,146.0,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.1kg,602.0,680.26,,,,,
144,147.0,HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4.0,256GB SSD,AMD Radeon R4 Graphics,win10,1.86kg,369.0,416.96999999999997,,,,,
145,148.0,Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.25kg,1099.0,1241.87,,,,,
146,149.0,HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8.0,512GB SSD,Intel HD Graphics 515,win10,0.97kg,2014.0,2275.8199999999997,,,,,
147,150.0,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,win10,2kg,344.0,388.71999999999997,,,,,
148,151.0,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,win10,2.9kg,2029.0,2292.77,,,,,
149,152.0,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,win10,2.1kg,447.0,505.10999999999996,,,,,
150,153.0,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050,win10,2.56kg,1249.26,1411.6637999999998,,,,,
151,154.0,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1.0TB Hybrid,Nvidia GeForce GTX 1050,win10,2.62kg,899.0,1015.8699999999999,,,,,
152,155.0,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,128GB SSD,Intel HD Graphics 620,win10,1.9kg,498.0,562.7399999999999,,,,,
153,156.0,MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,2.8kg,1890.0,2135.7,,,,,
154,157.0,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4.0,256GB SSD,Intel HD Graphics 620,win10,1.48kg,1082.0,1222.6599999999999,,,,,
155,158.0,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6.0,256GB SSD,AMD Radeon 520,win10,1.91kg,619.0,699.4699999999999,,,,,
156,159.0,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,256GB SSD,Intel HD Graphics 620,win10,1.74kg,629.0,710.77,,,,,
157,160.0,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.1kg,1315.0,1485.9499999999998,,,,,
158,161.0,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.56kg,1049.0,1185.37,,,,,
159,163.0,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4.0,500GB HDD,Intel HD Graphics 520,win10,2.1kg,447.0,505.10999999999996,,,,,
160,164.0,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4.0,1TB HDD,AMD Radeon R5 M420,win10,2.03kg,403.0,455.38999999999993,,,,,
161,165.0,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,256GB SSD,Nvidia GeForce MX150,win10,3kg,805.0,909.6499999999999,,,,,
162,166.0,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,AMD Radeon 520,win10,2.13kg,728.0,822.6399999999999,,,,,
163,167.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,win10,2.5kg,1079.0,1219.27,,,,,
164,168.0,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,win10,2.1kg,348.0,393.23999999999995,,,,,
165,169.0,MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,2.4kg,1799.0,2032.87,,,,,
166,170.0,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,1TB HDD,Intel HD Graphics 505,win10,2.1kg,363.51,410.76629999999994,,,,,
167,171.0,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,win10,2.56kg,1060.49,1198.3537,,,,,
168,172.0,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce MX150,win10,3kg,854.0,965.0199999999999,,,,,
169,173.0,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,500GB HDD,Intel UHD Graphics 620,win10,1.49kg,754.0,852.0199999999999,,,,,
170,174.0,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.05kg,1349.0,1524.37,,,,,
171,175.0,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6.0,2TB HDD,AMD Radeon 520,win10,2.71kg,699.0,789.8699999999999,,,,,
172,176.0,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4.0,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2kg,309.0,349.16999999999996,,,,,
173,177.0,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4.0,500GB HDD,Intel HD Graphics 620,win10,2kg,489.0,552.5699999999999,,,,,
174,178.0,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce 930MX,win10,2.5kg,923.0,1042.99,,,,,
175,179.0,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8.0,1TB HDD,Intel HD Graphics 620,win10,2.3kg,459.0,518.67,,,,,
176,180.0,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,win10,2.1kg,449.0,507.36999999999995,,,,,
177,181.0,MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32.0,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,win10,4.4kg,2799.0,3162.87,,,,,
178,182.0,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD +  1TB HDD,AMD R17M-M1-70,win10,1.90kg,813.0,918.6899999999999,,,,,
179,183.0,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.29kg,1499.0,1693.87,,,,,
180,184.0,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02kg,1049.0,1185.37,,,,,
181,185.0,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.23kg,1399.0,1580.87,,,,,
182,186.0,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,win10,1.4kg,1849.0,2089.37,,,,,
183,187.0,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD,Intel HD Graphics 620,win10,2.0kg,793.0,896.0899999999999,,,,,
184,188.0,Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce MX150,No OS,1.95kg,1199.0,1354.87,,,,,
185,189.0,Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Nvidia GeForce 150MX,win10,2.77kg,1549.0,1750.37,,,,,
186,190.0,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050,win10,2.06kg,2397.0,2708.6099999999997,,,,,
187,191.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4kg,779.0,880.2699999999999,,,,,
188,192.0,Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8.0,256GB SSD,Intel HD Graphics 615,win10,1.12kg,989.0,1117.57,,,,,
189,193.0,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,win10,2.8kg,1085.0,1226.05,,,,,
190,194.0,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16.0,1TB SSD,Intel HD Graphics 620,win10,1.42kg,2824.0,3191.12,,,,,
191,195.0,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,win10,1.3kg,260.0,293.79999999999995,,,,,
192,196.0,Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce MX150,No OS,1.3kg,999.9,1129.887,,,,,
193,197.0,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce MX150,No OS,2.8kg,698.0,788.7399999999999,,,,,
194,198.0,Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,1TB HDD,Intel UHD Graphics 620,win10,1.62kg,839.0,948.0699999999999,,,,,
195,199.0,HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,Nvidia GeForce 930MX,win10,2.5kg,914.0,1032.82,,,,,
196,200.0,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32.0,1TB SSD,Nvidia GeForce GTX 1080,win10,3.49kg,6099.0,6891.869999999999,,,,,
197,201.0,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,512GB SSD,Intel UHD Graphics 620,win10,1.49kg,959.0,1083.6699999999998,,,,,
198,202.0,HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,win10,3.35kg,1379.0,1558.2699999999998,,,,,
199,203.0,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX ,win10,2.5kg,1045.0,1180.85,,,,,
200,204.0,Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,2.65kg,1845.0,2084.85,,,,,
201,205.0,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,win10,2.1kg,493.0,557.0899999999999,,,,,
202,206.0,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 940MX,win10,2.23kg,742.0,838.4599999999999,,,,,
203,207.0,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,3.2kg,1749.0,1976.37,,,,,
204,208.0,Dell,Precision 7520,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16.0,256GB SSD +  1TB HDD,Nvidia Quadro M1200,win10,2.8kg,3055.0,3452.1499999999996,,,,,
205,209.0,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4kg,1398.0,1579.7399999999998,,,,,
206,210.0,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6.0,1TB HDD,Intel HD Graphics 620,win10,2.3kg,439.0,496.06999999999994,,,,,
207,211.0,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.21kg,1949.0,2202.37,,,,,
208,212.0,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.2kg,1449.0,1637.37,,,,,
209,213.0,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,2.2kg,597.0,674.6099999999999,,,,,
210,215.0,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,779.0,880.2699999999999,,,,,
211,216.0,Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,win10,2.9kg,1407.0,1589.9099999999999,,,,,
212,217.0,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,349.0,394.36999999999995,,,,,
213,218.0,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,No OS,2.2kg,549.0,620.3699999999999,,,,,
214,219.0,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,win10,1.05kg,1499.0,1693.87,,,,,
215,220.0,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon 530,win10,1.4kg,931.88,1053.0243999999998,,,,,
216,221.0,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8kg,589.0,665.5699999999999,,,,,
217,222.0,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,win10,1.63kg,1031.0,1165.03,,,,,
218,223.0,Dell,Latitude 5490,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.6kg,1149.0,1298.37,,,,,
219,224.0,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,win10,1.62kg,1279.0,1445.2699999999998,,,,,
220,225.0,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,AMD Radeon 520,Linux,2.2kg,677.35,765.4055,,,,,
221,226.0,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,win10,1.74kg,899.0,1015.8699999999999,,,,,
222,227.0,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.2kg,1363.0,1540.1899999999998,,,,,
223,228.0,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,Intel UHD Graphics 620,win10,2.1kg,794.0,897.2199999999999,,,,,
224,229.0,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,4.42kg,2456.34,2775.6641999999997,,,,,
225,230.0,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 940MX,win10,2.2kg,832.0,940.1599999999999,,,,,
226,231.0,Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,1TB HDD,AMD Radeon R7 M445,win10,2.3kg,859.01,970.6812999999999,,,,,
227,232.0,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 920MX ,win10,2kg,769.0,868.9699999999999,,,,,
228,233.0,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,win10,2.69kg,891.0,1006.8299999999999,,,,,
229,234.0,HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD FirePro W4190M ,win10,1.9kg,1269.0,1433.9699999999998,,,,,
230,235.0,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4.0,1TB HDD,Intel HD Graphics 620,win10,2.37kg,398.99,450.85869999999994,,,,,
231,236.0,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,4.0,500GB HDD,AMD Radeon R2,win10,2.1kg,330.0,372.9,,,,,
232,237.0,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,win10,3.2kg,1499.0,1693.87,,,,,
233,238.0,Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,win10,1.6kg,859.0,970.67,,,,,
234,239.0,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,win10,1.6kg,689.0,778.5699999999999,,,,,
235,240.0,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,AMD Radeon R7 M445,Linux,2.36kg,899.0,1015.8699999999999,,,,,
236,241.0,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,Linux,2.1kg,390.0,440.69999999999993,,,,,
237,242.0,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4.0,128GB SSD +  1TB HDD,AMD Radeon R5 M430,win10,2.2kg,575.0,649.7499999999999,,,,,
238,243.0,Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,win10,4.7kg,3890.0,4395.7,,,,,
239,244.0,Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,win10,2.5kg,846.0,955.9799999999999,,,,,
240,245.0,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8.0,128GB SSD,Intel HD Graphics 520,win10,2.2kg,589.0,665.5699999999999,,,,,
241,246.0,Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,win10,2.1kg,1145.0,1293.85,,,,,
